Protein IDs,Protein names,Gene names,Razor + unique peptides,Sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Intensity,Peptide IDs,Evidence IDs,Best MS/MS
Q9H074,Polyadenylate-binding protein-interacting protein 1 (PABP-interacting protein 1) (PAIP-1) (Poly(A)-binding protein-interacting protein 1),PAIP1,4,15.7,53.524,479,0.0,25.105,14221000.0,485;5666;7010;19343,1692;20141;24809;24810;24811;67313;67314,1755
Q9H078,"Mitochondrial disaggregase (EC 3.6.1.-) (Suppressor of potassium transport defect 3) [Cleaved into: Mitochondrial disaggregase, cleaved form]",CLPB SKD3,6,11.7,78.728,707,0.0,25.813,17539000.0,7994;8872;9873;12748;14569;18265,27922;30991;30992;34390;44693;51621;63914;63915,29025
Q9H0A0,RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (N-acetyltransferase 10) (N-acetyltransferase-like protein) (hALP),NAT10 ALP KIAA1709,21,26.8,115.73,1025,0.0,60.453,78962000.0,1120;1264;2309;5964;6515;6926;7704;8866;8892;9894;10781;12853;13810;16900;17483;22009;22706;22823;25959;26688;30417,3860;3861;3862;4338;4339;4340;4341;4342;8090;8091;21159;21160;23097;23098;24503;26901;26902;30975;30976;31055;31056;34483;37733;45090;48888;59323;59324;59325;59326;61326;76553;78756;78757;78758;79060;79061;79062;89424;89425;92037;105601;105602,4025
Q9H0C8,Integrin-linked kinase-associated serine/threonine phosphatase 2C (ILKAP) (EC 3.1.3.16),ILKAP,6,14.8,42.906,392,0.0,10.494,21216000.0,6440;8888;10009;12577;19990;24279,22836;22837;31040;34858;44140;44141;69588;83702,23765
Q9H0D6,5'-3' exoribonuclease 2 (EC 3.1.13.-) (DHM1-like protein) (DHP protein),XRN2,25,33.7,108.58,950,0.0,123.16,221310000.0,188;4636;4720;4774;6280;7133;8553;8568;9381;11813;15801;16360;16362;17255;18347;18471;20403;21028;21029;21202;21514;23170;26235;29457;30445,608;609;610;611;612;613;614;16428;16712;16713;16714;16715;16869;22228;22229;22230;22231;25201;25202;29920;29921;29922;29923;29984;32672;32673;41361;41362;41363;41364;41365;55741;55742;55743;57496;57498;57499;57500;60370;64127;64648;71052;71053;71054;71055;71056;73184;73185;73186;73187;73747;73748;73749;73750;73751;73752;73753;73754;73755;74867;74868;74869;74870;80071;80072;80073;80074;90414;90415;102366;105722;105723,634
Q9H0S4,Probable ATP-dependent RNA helicase DDX47 (EC 3.6.4.13) (DEAD box protein 47),DDX47,9,27.9,50.646,455,0.0,77.069,52619000.0,3877;4235;13093;14203;17656;18945;21109;25095;26190,13573;13574;13575;13576;13577;14816;14817;46063;46064;46065;46066;50276;50277;61882;61883;61884;66049;66050;73442;73443;73444;73445;73446;86396;90251;90252;90253,14109
Q9H0U3,Magnesium transporter protein 1 (MagT1) (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1) (Oligosaccharyl transferase subunit MAGT1) (Implantation-associated protein) (IAP),MAGT1 IAG2 PSEC0084 UNQ628/PRO1244,6,14.9,38.036,335,0.0,12.575,21955000.0,9995;10297;11297;21875;23114;29565,34796;35938;35939;39481;39482;76101;76102;79933;102685,36163
Q9H0U4,Ras-related protein Rab-1B (EC 3.6.5.2),RAB1B,4,52.2,22.171,201,0.0,16.876,98051000.0,6036;8385;16295;18159;20340;20631;26392;26474;29831;30427,21395;21396;21397;21398;21399;21400;21401;21402;21403;21404;21405;21406;21407;29298;29299;57275;63580;63581;63582;63583;63584;63585;63586;63587;63588;63589;63590;63591;63592;63593;63594;63595;70890;70891;70892;70893;70894;70895;70896;70897;70898;70899;70900;70901;71871;71872;71873;91001;91002;91003;91331;103713;103714;103715;105653;105654;105655;105656;105657;105658;105659;105660;105661,22251
Q9H0U9,Testis-specific Y-encoded-like protein 1 (TSPY-like protein 1),TSPYL1 TSPYL,2,8.5,49.192,437,0.0,10.231,2006200.0,20001;23548,69617;81103,73002
Q9H0V9,VIP36-like protein (Lectin mannose-binding 2-like) (LMAN2-like protein),LMAN2L VIPL PSEC0028 UNQ368/PRO704,3,12.1,39.71,348,0.0,6.8561,4071800.0,3692;5117;9531,12990;18012;33194,13508
Q9H1A4,Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein),ANAPC1 TSG24,3,2.0,216.5,1944,0.0,7.0507,2814300.0,4368;5306;16621,15278;18709;58352,15882
Q9H1B7,Probable E3 ubiquitin-protein ligase IRF2BPL (EC 2.3.2.27) (Enhanced at puberty protein 1) (Interferon regulatory factor 2-binding protein-like),IRF2BPL C14orf4 EAP1 KIAA1865 My039,2,6.0,82.658,796,0.0,16.944,4097400.0,16954;23284;30723,59484;59485;59486;59487;59488;59489;59490;80359;106731;106732,62412
Q9H1E3,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 (P1),NUCKS1 NUCKS JC7,12,54.7,27.296,243,0.0,157.89,80837000.0,2626;3371;4842;7206;14985;16297;21519;27195;28463;29837;29838;29839,9227;11855;11856;17061;25409;25410;53209;57278;57279;57280;57281;57282;57283;74876;93562;98589;98590;103726;103727;103728;103729;103730;103731;103732;103733,9610
Q9H1I8,Activating signal cointegrator 1 complex subunit 2 (ASC-1 complex subunit p100) (Trip4 complex subunit p100),ASCC2 ASC1P100 RQT3,2,2.9,86.359,757,0.00030093,3.9298,714330.0,12098;27156,42539;93450,44196
Q9H1K1,Iron-sulfur cluster assembly enzyme ISCU (NifU-like N-terminal domain-containing protein) (NifU-like protein),ISCU NIFUN,3,21.0,17.999,167,0.0,7.0304,13919000.0,21660;27386;29819,75380;75381;75382;94229;94230;103632,78953
Q9H1Y0,Autophagy protein 5 (APG5-like) (Apoptosis-specific protein),ATG5 APG5L ASP,2,12.4,32.447,275,0.0,11.438,2339600.0,14117;17249,50001;60355,52211
Q9H299,SH3 domain-binding glutamic acid-rich-like protein 3 (SH3 domain-binding protein 1) (SH3BP-1) (TNF inhibitory protein B1) (TIP-B1),SH3BGRL3 P1725,2,31.2,10.438,93,0.0,6.9407,12365000.0,14272;30093,50491;50492;50493;104610,52736
Q9H2F3,"3 beta-hydroxysteroid dehydrogenase type 7 (3 beta-hydroxysteroid dehydrogenase type VII) (3-beta-HSD VII) (3-beta-hydroxy-Delta(5)-C27 steroid oxidoreductase) (C(27) 3-beta-HSD) (EC 1.1.1.-) (Cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase) (EC 1.1.1.181)",HSD3B7,2,5.4,41.016,369,0.0,5.2108,6454800.0,555;11136,1949;1950;38962,2032
Q9H2H8,Peptidyl-prolyl cis-trans isomerase-like 3 (PPIase) (EC 5.2.1.8) (Cyclophilin J) (CyPJ) (Cyclophilin-like protein PPIL3) (Rotamase PPIL3),PPIL3,3,25.5,18.154,161,0.0,17.606,34150000.0,3972;15220;28556,13909;13910;13911;13912;53874;53875;53876;53877;98932;98933;98934;98935;98936;98937;98938,14457
Q9H2J4,Phosducin-like protein 3 (HTPHLP) (PhPL3) (Viral IAP-associated factor 1) (VIAF-1),PDCL3 PhLP2A VIAF1,3,14.6,27.614,239,0.0,4.951,5298500.0,5355;7698;15858,18928;26877;26878;55932,19681
Q9H2M9,Rab3 GTPase-activating protein non-catalytic subunit (RGAP-iso) (Rab3 GTPase-activating protein 150 kDa subunit) (Rab3-GAP p150) (Rab3-GAP150) (Rab3-GAP regulatory subunit),RAB3GAP2 KIAA0839,8,8.8,155.98,1393,0.0,24.932,13839000.0,1800;4424;9339;24415;24991;27477;28706;29960,6367;15551;32540;32541;84205;86056;94604;99604;104153,6646
Q9H2P0,Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein),ADNP ADNP1 KIAA0784,6,8.1,123.56,1102,0.0,14.799,15825000.0,10549;13389;14386;15582;17433;24928,36867;47221;50879;55083;55084;61121;85878,38316
Q9H2P9,Diphthine methyl ester synthase (EC 2.1.1.314) (Diphthamide biosynthesis methyltransferase),DPH5 AD-018 CGI-30 HSPC143 NPD015,3,15.8,31.651,285,0.0,16.387,9086900.0,19827;30074;31072,69074;104553;108018;108019;108020;108021,72448
Q9H2U1,ATP-dependent DNA/RNA helicase DHX36 (EC 3.6.4.12) (EC 3.6.4.13) (DEAD/H box polypeptide 36) (DEAH-box protein 36) (G4-resolvase-1) (G4R1) (MLE-like protein 1) (RNA helicase associated with AU-rich element protein),DHX36 DDX36 KIAA1488 MLEL1 RHAU,5,6.4,114.76,1008,0.0,12.081,9009300.0,13153;18705;25158;25873;27307,46275;65297;86601;89156;89157;89158;93968,48241
Q9H2U2,"Inorganic pyrophosphatase 2, mitochondrial (EC 3.6.1.1) (Pyrophosphatase SID6-306) (Pyrophosphate phospho-hydrolase 2) (PPase 2)",PPA2 HSPC124,7,32.3,37.92,334,0.0,30.785,48705000.0,8822;11417;12001;13878;17641;24674;25375,30862;30863;30864;30865;39897;42224;49094;49095;61815;61816;61817;61818;85049;87401;87402;87403,32062
Q9H2W6,"Large ribosomal subunit protein mL46 (39S ribosomal protein L46, mitochondrial) (L46mt) (MRP-L46) (P2ECSL)",MRPL46 C15orf4 LIECG2,10,44.1,31.705,279,0.0,30.44,88947000.0,510;1498;1652;3412;6720;8717;9017;14472;26076;26561,1785;5219;5745;5746;5747;5748;5749;11991;11992;11993;23816;23817;30469;31459;31460;51203;51204;89796;89797;89798;91636,1868
Q9H307,Pinin (140 kDa nuclear and cell adhesion-related phosphoprotein) (Desmosome-associated protein) (Domain-rich serine protein) (DRS protein) (DRSP) (Melanoma metastasis clone A protein) (Nuclear protein SDK3) (SR-like protein),PNN DRS MEMA,17,27.9,81.627,717,0.0,88.424,147160000.0,3521;4260;4624;8969;10300;13073;13215;19317;19339;20052;20743;22108;22643;23344;26523;26672;28153,12369;14883;14884;16384;31282;31283;35944;35945;35946;35947;35948;35949;45983;45984;46532;46533;67216;67217;67218;67219;67304;69842;72264;72265;76868;76869;76870;76871;76872;78570;80492;91478;91980;91981;97343;97344;97345;97346;97347;97348;97349;97350,12867
Q9H330,Transmembrane protein 245 (Protein CG-2),TMEM245 C9orf5,2,4.6,97.356,879,0.0,18.879,1151200.0,2735;30341,9656;105347,10055
Q9H3G5,"Probable serine carboxypeptidase CPVL (EC 3.4.16.-) (Carboxypeptidase, vitellogenic-like) (Vitellogenic carboxypeptidase-like protein) (VCP-like protein) (hVLP)",CPVL VLP PSEC0124 UNQ197/PRO223,7,21.6,54.163,476,0.0,27.909,73966000.0,5874;7114;9977;10396;21249;23736;31422,20878;20879;20880;20881;20882;25136;34753;36289;36290;36291;73907;73908;73909;73910;73911;81822;81823;81824;109180;109181;109182;109183,21710
Q9H3K6,BolA-like protein 2,BOLA2 BOLA2A My016; BOLA2B,4,61.6,10.116,86,0.0,60.759,125300000.0,4171;19630;20092;26716,14590;14591;14592;14593;68304;68305;68306;68307;68308;69981;69982;92140,15177
Q9H3N1,Thioredoxin-related transmembrane protein 1 (Protein disulfide-isomerase TMX1) (EC 5.3.4.1) (Thioredoxin domain-containing protein 1) (Transmembrane Trx-related protein),TMX1 TMX TXNDC TXNDC1 PSEC0085 UNQ235/PRO268,10,29.6,31.791,280,0.0,22.992,102890000.0,3478;3479;6357;8884;15012;18267;18268;23310;24539;28066,12207;12208;12209;12210;12211;12212;12213;22542;31029;31030;31031;31032;31033;31034;53280;63919;63920;63921;63922;63923;63924;80411;84583;84584;84585;84586;84587;84588;96992;96993;96994,12705
Q9H3P2,Negative elongation factor A (NELF-A) (Wolf-Hirschhorn syndrome candidate 2 protein),NELFA WHSC2 P/OKcl.15,6,24.4,57.276,528,0.0,24.037,14858000.0,5647;7631;17503;24937;25319;26563,20081;26670;26671;26672;61399;85899;87186;91640,20882
Q9H3P7,"Golgi resident protein GCP60 (Acyl-CoA-binding domain-containing protein 3) (Golgi complex-associated protein 1) (GOCAP1) (Golgi phosphoprotein 1) (GOLPH1) (PBR- and PKA-associated protein 7) (Peripheral benzodiazepine receptor-associated protein PAP7) [Cleaved into: Golgi resident protein GCP60, N-terminally processed]",ACBD3 GCP60 GOCAP1 GOLPH1,13,48.7,60.593,528,0.0,119.66,96193000.0,328;3295;5762;7703;8265;11235;14231;17128;20613;22495;22657;22670;22913,1082;1083;1084;11600;11601;20460;20461;26894;26895;26896;26897;26898;26899;26900;28899;39290;39291;39292;50367;50368;50369;50370;60003;71809;71810;71811;71812;78162;78605;78606;78607;78608;78609;78637;78638;79367,1125
Q9H3Q1,Cdc42 effector protein 4 (Binder of Rho GTPases 4),CDC42EP4 BORG4 CEP4,3,13.8,37.979,356,0.0,11.154,10881000.0,523;1011;1040,1843;3485;3589;3590,1926
Q9H3S7,Tyrosine-protein phosphatase non-receptor type 23 (EC 3.1.3.48) (His domain-containing protein tyrosine phosphatase) (HD-PTP) (Protein tyrosine phosphatase TD14) (PTP-TD14),PTPN23 KIAA1471,3,2.7,178.97,1636,0.0,17.535,899270000.0,9783;11419;25320,34059;34060;39903;87187,35397
Q9H3U1,Protein unc-45 homolog A (Unc-45A) (GCUNC-45) (Smooth muscle cell-associated protein 1) (SMAP-1),UNC45A SMAP1,5,7.1,103.08,944,0.0,16.98,15437000.0,1624;2713;4509;16957;19366,5663;5664;5665;5666;9573;15892;59497;59498;67366,5898
Q9H3Z4,DnaJ homolog subfamily C member 5 (Ceroid-lipofuscinosis neuronal protein 4) (Cysteine string protein) (CSP),DNAJC5 CLN4,4,16.2,22.149,198,0.0,20.637,34804000.0,6600;6601;30785;30786,23400;23401;23402;23403;23404;106958;106959;106960;106961;106962,24360
Q9H444,Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b) (SNF7 homolog associated with Alix 1) (SNF7-2) (hSnf7-2) (Vacuolar protein sorting-associated protein 32-2) (Vps32-2) (hVps32-2),CHMP4B C20orf178 SHAX1,6,30.4,24.95,224,0.0,26.407,77465000.0,5537;10472;15464;15966;18996;22388,19640;19641;19642;19643;36626;54737;54738;54739;54740;56247;66213;77807;77808;77809,20424
Q9H446,RWD domain-containing protein 1 (DRG family-regulatory protein 2),RWDD1 DFRP2 CGI-24 PTD013,2,7.4,27.939,243,0.0066025,2.2516,4794700.0,6681;18414,23699;64458;64459,24673
Q9H479,Fructosamine-3-kinase (EC 2.7.1.171) (Protein-psicosamine 3-kinase FN3K) (Protein-ribulosamine 3-kinase FN3K) (EC 2.7.1.172),FN3K,7,25.9,35.171,309,0.0,24.078,48580000.0,2907;17354;17850;18756;18757;23123;28558,10169;10170;10171;10172;10173;60781;60782;60783;60784;60785;62551;65476;65477;65478;79947;79948;79949;79950;98943,10598
Q9H488,GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1),POFUT1 FUT12 KIAA0180,4,19.6,43.955,388,0.0,55.182,51372000.0,6446;8773;24447;28668,22854;22855;22856;30674;30675;30676;30677;30678;30679;30680;30681;84299;99487;99488;99489,23788
Q9H4A3,Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Erythrocyte 65 kDa protein) (p65) (Kinase deficient protein) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1) (hWNK1),WNK1 HSN2 KDP KIAA0344 PRKWNK1,2,0.8,250.79,2382,0.0,4.7287,3310500.0,9651;20428,33620;33621;33622;71119,34948
Q9H4A4,Aminopeptidase B (AP-B) (EC 3.4.11.6) (Arginine aminopeptidase) (Arginyl aminopeptidase),RNPEP APB,17,32.8,72.595,650,0.0,93.808,89880000.0,672;924;1258;2311;6034;6084;7851;11047;13127;15845;20690;23296;27964;28375;28716;28730;30019,2383;2384;3152;3153;4321;4322;8096;21390;21391;21547;21548;21549;21550;27400;27401;27402;38635;46197;46198;55905;72071;72072;72073;80388;96633;96634;96635;98224;98225;98226;99653;99654;99695;104372,2474
Q9H4A6,Golgi phosphoprotein 3 (Coat protein GPP34) (Mitochondrial DNA absence factor) (MIDAS),GOLPH3 GPP34,7,30.5,33.81,298,0.0,51.37,46982000.0,139;22462;22560;23046;23632;29364;30342,440;441;442;78070;78071;78342;78343;78344;78345;79745;79746;81406;81407;81408;81409;102042;105348,458
Q9H4L7,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (EC 3.6.4.12) (ATP-dependent helicase 1) (hHEL1),SMARCAD1 KIAA1122,2,2.5,117.4,1026,0.004217,2.6364,6959600.0,6100;17891,21609;62691,22468
Q9H4M9,EH domain-containing protein 1 (PAST homolog 1) (hPAST1) (Testilin),EHD1 PAST PAST1 CDABP0131,14,41.0,60.626,534,0.0,84.72,89820000.0,549;6451;7155;7349;9107;10333;13368;13582;15547;16418;16789;17158;18208;20387,1922;22866;22867;22868;22869;25267;25268;25269;25270;25271;25828;31732;31733;31734;36058;47127;47128;47129;47130;47131;48011;55002;57694;57695;57696;57697;58941;58942;60082;63768;63769;71008,2005
Q9H501,ESF1 homolog (ABT1-associated protein),ESF1 ABTAP C20orf6 HDCMC28P,7,11.3,98.795,851,0.0,24.067,24890000.0,4288;5072;8901;9248;11514;15169;25027,14989;14990;17836;31086;32243;32244;32245;40219;53739;53740;86208;86209;86210,15589
Q9H583,"HEAT repeat-containing protein 1 (Protein BAP28) (U3 small nucleolar RNA-associated protein 10 homolog) [Cleaved into: HEAT repeat-containing protein 1, N-terminally processed]",HEATR1 BAP28 UTP10,15,8.6,242.37,2144,0.0,47.359,29891000.0,3436;6187;7168;7876;11939;13226;14516;17237;20504;21143;21490;26574;27133;29111;29546,12104;12105;12106;21893;25320;27489;41986;46578;51373;60306;71412;73537;73538;74771;91666;91667;93415;101071;101072;102619;102620,12598
Q9H5Q4,"Dimethyladenosine transferase 2, mitochondrial (EC 2.1.1.-) (Hepatitis C virus NS5A-transactivated protein 5) (HCV NS5A-transactivated protein 5) (Mitochondrial 12S rRNA dimethylase 2) (Mitochondrial transcription factor B2) (h-mtTFB) (h-mtTFB2) (hTFB2M) (mtTFB2) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 2)",TFB2M NS5ATP5,3,9.3,45.348,396,0.0,8.2534,6881700.0,6987;16456;21110,24746;24747;24748;57790;73447,25760
Q9H6E4,Coiled-coil domain-containing protein 134,CCDC134,4,24.5,26.56,229,0.0,14.233,14246000.0,21058;25992;27136;27465,73272;89493;89494;93419;94559;94560;94561;94562,76787
Q9H6F5,Coiled-coil domain-containing protein 86 (Cytokine-induced protein with coiled-coil domain),CCDC86 CYCLON,10,34.4,40.235,360,0.0,33.786,78461000.0,4994;9414;11384;11602;14892;15375;15686;17383;18924;22641,17548;17549;17550;32780;39778;39779;39780;39781;40570;52881;54416;54417;54418;54419;54420;55394;55395;55396;60900;65997;78563,18255
Q9H6R3,"Acyl-CoA synthetase short-chain family member 3, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 3) (Acyl-CoA synthetase short-chain family member 3) (Propionate--CoA ligase) (EC 6.2.1.17)",ACSS3,22,39.8,74.777,686,0.0,156.93,176040000.0,2199;3912;4169;5844;8132;10587;12252;12771;12951;13818;14563;15023;18622;22642;23400;25527;26321;26914;27908;28243;28756;29327,7751;7752;7753;13695;13696;13697;14579;20765;20766;28429;28430;28431;28432;28433;28434;36982;43081;43082;44767;44768;44769;44770;45446;45447;45448;48907;48908;51602;51603;53316;53317;53318;65097;65098;65099;78564;78565;78566;78567;78568;78569;80596;87891;87892;87893;90744;90745;92755;96463;96464;96465;96466;96467;96468;96469;97742;99785;99786;99787;101899;101900;101901;101902,8078
Q9H6R4,Nucleolar protein 6 (Nucleolar RNA-associated protein) (Nrap),NOL6,8,10.7,127.59,1146,0.0,37.552,36106000.0,772;2460;6582;7950;9814;18341;29281;29309,2716;2717;2718;2719;8636;23335;23336;23337;23338;27756;34147;64117;101734;101735;101841;101842;101843,2823
Q9H6S3,Epidermal growth factor receptor kinase substrate 8-like protein 2 (EPS8-like protein 2) (Epidermal growth factor receptor pathway substrate 8-related protein 2) (EPS8-related protein 2),EPS8L2 EPS8R2 PP13181,13,26.0,80.62,715,0.0,125.42,96954000.0,2237;7399;8841;14617;14618;14619;17990;23782;23783;24141;25056;28449;30091,7893;7894;7895;7896;25984;25985;30909;51807;51808;51809;51810;51811;51812;51813;51814;51815;51816;51817;51818;51819;63039;63040;81966;81967;81968;81969;83233;83234;83235;83236;83237;86283;86284;86285;98540;98541;98542;98543;104606,8230
Q9H6T3,RNA polymerase II-associated protein 3,RPAP3,3,9.2,75.718,665,0.0,21.448,3160900.0,13072;20361;21078,45982;70942;73338,47939
Q9H6V9,Lipid droplet-associated hydrolase (EC 3.1.1.-) (Lipid droplet-associated serine hydrolase) (hLDAH),LDAH C2orf43,3,9.5,37.318,325,0.0,6.2539,6162400.0,8373;19329;23407,29238;67282;80631,30391
Q9H6Z4,Ran-binding protein 3 (RanBP3),RANBP3,6,16.2,60.209,567,0.0,40.089,29624000.0,503;4983;14455;15032;17913;25105,1759;17516;17517;51158;53351;53352;53353;53354;62759;62760;62761;86411,1841
Q9H773,dCTP pyrophosphatase 1 (EC 3.6.1.12) (Deoxycytidine-triphosphatase 1) (dCTPase 1) (RS21C6) (XTP3-transactivated gene A protein),DCTPP1 XTP3TPA CDA03,5,47.6,18.681,170,0.0,27.958,18090000.0,9354;9984;16369;25868;27988,32583;32584;34767;57513;89148;96729,33850
Q9H7B2,Ribosome production factor 2 homolog (Brix domain-containing protein 1) (Ribosome biogenesis protein RPF2 homolog),RPF2 BXDC1,6,23.5,35.582,306,0.0,16.567,51841000.0,10439;13108;14474;15939;16052;21000,36512;36513;36514;36515;46124;46125;46126;51206;51207;51208;56180;56181;56182;56514;73083,37951
Q9H7C9,Mth938 domain-containing protein (Adipogenesis associated Mth938 domain-containing protein),AAMDC C11orf67 PTD015,2,22.1,13.332,122,0.0,4.7325,2769400.0,7865;8341,27437;29127,28526
Q9H7Z6,"Histone acetyltransferase KAT8 (EC 2.3.1.48) (Lysine acetyltransferase 8) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1) (MYST-1) (hMOF)",KAT8 MOF MYST1 PP7073,3,6.3,52.402,458,0.0,5.928,7239900.0,15406;15892;19530,54537;56037;56038;67956,57028
Q9H7Z7,Prostaglandin E synthase 2 (EC 5.3.99.3) (Membrane-associated prostaglandin E synthase-2) (mPGE synthase-2) (Microsomal prostaglandin E synthase 2) (mPGES-2) (Prostaglandin-H(2) E-isomerase) [Cleaved into: Prostaglandin E synthase 2 truncated form],PTGES2 C9orf15 PGES2,9,36.6,41.943,377,0.0,80.977,37686000.0,939;1368;4768;5628;8221;8711;16258;26945;27600,3216;4760;16853;16854;20008;20009;20010;20011;20012;20013;28768;28769;30431;30432;30433;57184;57185;57186;92818;92819;92820;95155,3334
Q9H814,Phosphorylated adapter RNA export protein (RNA U small nuclear RNA export adapter protein),PHAX RNUXA,2,4.6,44.402,394,0.0074054,2.203,1834600.0,7728;26873,26961;92645,28031
Q9H845,"Complex I assembly factor ACAD9, mitochondrial (Acyl-CoA dehydrogenase family member 9) (ACAD-9) (EC 1.3.8.-)",ACAD9,7,16.1,68.76,621,0.0,27.797,22204000.0,3466;10663;11566;14124;16591;19072;26095,12181;12182;37259;37260;37261;37262;40424;40425;40426;40427;50026;50027;58241;66426;89860;89861,12677
