Protein IDs,Protein names,Gene Names,LNCaP/RWPE-1 normalized median-scaling 1st,LNCaP/RWPE-1 normalized median-scaling 2nd,LNCaP/RWPE-1 normalized median-scaling 3rd,Best MS/MS
Q99714,3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH),HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2,2.10418513,2.188428561,2.057100592,49793
Q99729,Heterogeneous nuclear ribonucleoprotein A/B (hnRNP A/B) (APOBEC1-binding protein 1) (ABBP-1),HNRNPAB ABBP1 HNRPAB,0.633806007,0.604334037,0.576854043,92405
Q99733,Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP-2),NAP1L4 NAP2,0.824145741,0.815273178,0.783727811,5979
Q99747,Gamma-soluble NSF attachment protein (SNAP-gamma) (N-ethylmaleimide-sensitive factor attachment protein gamma),NAPG SNAPG,0.797508616,0.919892349,0.845502959,34887
Q99798,"Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)",ACO2,1.464401773,1.482997009,1.545956607,38690
Q99805,Transmembrane 9 superfamily member 2 (p76),TM9SF2,1.088626292,0.874941222,0.891656805,8460
Q99816,Tumor susceptibility gene 101 protein (ESCRT-I complex subunit TSG101),TSG101,0.810812408,0.885666263,0.796607495,28442
Q99829,Copine-1 (Chromobindin 17) (Copine I),CPNE1 CPN1,0.498227474,0.486438626,0.52265286,48975
Q99832,"T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta) (HIV-1 Nef-interacting protein) [Cleaved into: T-complex protein 1 subunit eta, N-terminally processed]",CCT7 CCTH NIP7-1,0.861605121,0.921162947,0.881351085,17521
Q99848,Probable rRNA-processing protein EBP2 (EBNA1-binding protein 2) (Nucleolar protein p40),EBNA1BP2 EBP2,0.70553422,0.744049703,1.181459566,32511
Q99873,Protein arginine N-methyltransferase 1 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT1) (Interferon receptor 1-bound protein 4),PRMT1 HMT2 HRMT1L2 IR1B4,1.046479567,1.003071444,1.003057199,23225
Q99880,Histone H2B type 1-L (Histone H2B.c) (H2B/c),H2BC13 H2BFC HIST1H2BL,0.870743476,0.857182876,0.782810651,22414
Q99961,Endophilin-A2 (EEN fusion partner of MLL) (Endophilin-2) (Extra eleven-nineteen leukemia fusion gene protein) (EEN) (SH3 domain protein 2B) (SH3 domain-containing GRB2-like protein 1),SH3GL1 CNSA1 SH3D2B,0.854495323,0.805988815,0.9817357,59081
Q9BPW8,Protein NipSnap homolog 1 (NipSnap1),NIPSNAP1,1.601477105,3.094754535,1.975246548,55164
Q9BPX3,Condensin complex subunit 3 (Chromosome-associated protein G) (Condensin subunit CAP-G) (hCAP-G) (Melanoma antigen NY-MEL-3) (Non-SMC condensin I complex subunit G) (XCAP-G homolog),NCAPG CAPG NYMEL3,0.526213688,0.534501216,0.532406312,20558
Q9BPX5,Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2),ARPC5L,0.386735598,0.352225546,0.363274162,16556
Q9BQ67,Glutamate-rich WD repeat-containing protein 1,GRWD1 GRWD KIAA1942 WDR28,0.360984737,0.404039899,0.412879684,4885
Q9BQ69,ADP-ribose glycohydrolase MACROD1 (MACRO domain-containing protein 1) (O-acetyl-ADP-ribose deacetylase MACROD1) (EC 3.1.1.106) (Protein LRP16) ([Protein ADP-ribosylaspartate] hydrolase MACROD1) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD1) (EC 3.2.2.-),MACROD1 LRP16,2.450123092,2.346903044,2.514201183,1700
Q9BQA1,Methylosome protein 50 (MEP-50) (Androgen receptor cofactor p44) (WD repeat-containing protein 77) (p44/Mep50),WDR77 MEP50 WD45 HKMT1069 Nbla10071,0.981319547,0.938421058,1.083431953,41009
Q9BQE3,Tubulin alpha-1C chain (EC 3.6.5.-) (Alpha-tubulin 6) (Tubulin alpha-6 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain],TUBA1C TUBA6,0.815017233,0.807029304,0.839802761,11258
Q9BQG0,Myb-binding protein 1A,MYBBP1A P160,1.106253077,1.121226977,1.116272189,20204
Q9BR76,Coronin-1B (Coronin-2),CORO1B,1.38493353,1.282302682,1.3,14024
Q9BRA2,Thioredoxin domain-containing protein 17 (14 kDa thioredoxin-related protein) (TRP14) (Protein 42-9-9) (Thioredoxin-like protein 5),TXNDC17 TXNL5,0.863810931,0.826618511,0.843491124,138540
Q9BRF8,Serine/threonine-protein phosphatase CPPED1 (EC 3.1.3.16) (Calcineurin-like phosphoesterase domain-containing protein 1) (Complete S-transactivated protein 1),CPPED1 CSTP1,1.433481044,1.722109391,1.505325444,119869
Q9BRK5,45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4),SDF4 CAB45 PSEC0034,4.187001477,3.837903815,3.951775148,32504
Q9BS26,Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4),ERP44 KIAA0573 TXNDC4 UNQ532/PRO1075,0.619556869,0.65831941,0.638057199,16222
Q9BSD7,Cancer-related nucleoside-triphosphatase (NTPase) (EC 3.6.1.15) (Nucleoside triphosphate phosphohydrolase),NTPCR C1orf57,2.538060069,2.729482857,2.485207101,122157
Q9BSH4,Translational activator of cytochrome c oxidase 1 (Coiled-coil domain-containing protein 44) (Translational activator of mitochondrially-encoded cytochrome c oxidase I),TACO1 CCDC44 PRO0477,1.629935992,1.687092934,1.798816568,17680
Q9BSJ8,Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein),ESYT1 FAM62A KIAA0747 MBC2,0.848902019,0.854331536,0.771074951,7789
Q9BT78,COP9 signalosome complex subunit 4 (SGN4) (Signalosome subunit 4) (JAB1-containing signalosome subunit 4),COPS4 CSN4,1.236730675,1.264494312,1.265384615,15050
Q9BTD8,RNA-binding protein 42 (RNA-binding motif protein 42),RBM42,1.151452486,0.855151921,0.952564103,205
Q9BTE3,Mini-chromosome maintenance complex-binding protein (MCM-BP) (MCM-binding protein),MCMBP C10orf119,0.594396849,0.546606905,0.592682446,32653
Q9BTT0,Acidic leucine-rich nuclear phosphoprotein 32 family member E (LANP-like protein) (LANP-L),ANP32E,0.603338257,0.60557462,0.574201183,53324
Q9BTV4,Transmembrane protein 43 (Protein LUMA),TMEM43 UNQ2564/PRO6244,0.27816839,0.39391514,0.251646943,97888
Q9BTW9,Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D),TBCD KIAA0988 SSD1 TFCD PP1096,0.862973904,0.813642412,0.889122288,3165
Q9BUB7,"Transmembrane protein 70, mitochondrial",TMEM70,1.856917774,2.140305944,1.793491124,142584
Q9BUF5,Tubulin beta-6 chain (Tubulin beta class V),TUBB6,0.331393402,0.659109782,0.177435897,2652
Q9BUJ2,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5) (E1B-55 kDa-associated protein 5) (E1B-AP5),HNRNPUL1 E1BAP5 HNRPUL1,0.610546529,0.980200694,0.911203156,9169
Q9BUL8,Programmed cell death protein 10 (Cerebral cavernous malformations 3 protein) (TF-1 cell apoptosis-related protein 15),PDCD10 CCM3 TFAR15,0.442107336,0.445989615,0.508816568,14897
Q9BUQ8,Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD),DDX23,1.07483998,1.103618701,1.043491124,47508
Q9BV20,Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (Mediator of RhoA-dependent invasion) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein),MRI1 MRDI UNQ6390/PRO21135,0.403200394,0.304593159,0.373757396,129634
Q9BV86,"N-terminal Xaa-Pro-Lys N-methyltransferase 1 (EC 2.1.1.244) (Alpha N-terminal protein methyltransferase 1A) (Methyltransferase-like protein 11A) (N-terminal RCC1 methyltransferase) (X-Pro-Lys N-terminal protein methyltransferase 1A) (NTM1A) [Cleaved into: N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed]",NTMT1 C9orf32 METTL11A NRMT NRMT1 AD-003,0.437616937,0.444198773,0.409270217,55897
Q9BVG4,Protein PBDC1 (Polysaccharide biosynthesis domain-containing protein 1),PBDC1 CXorf26,0.930388971,0.917751343,0.727209073,35451
Q9BVI4,Nucleolar complex protein 4 homolog (NOC4 protein homolog) (NOC4-like protein) (Nucleolar complex-associated protein 4-like protein),NOC4L,1.012309207,1.28910588,1.181952663,78956
Q9BVJ6,U3 small nucleolar RNA-associated protein 14 homolog A (Antigen NY-CO-16) (Serologically defined colon cancer antigen 16),UTP14A SDCCAG16,1.549187592,1.346432823,1.382445759,58940
Q9BVK6,Transmembrane emp24 domain-containing protein 9 (GMP25) (Glycoprotein 25L2) (p24 family protein alpha-2) (p24alpha2) (p25),TMED9 GP25L2,1.21910389,1.352835833,1.431952663,32855
Q9BVP2,Guanine nucleotide-binding protein-like 3 (E2-induced gene 3 protein) (Novel nucleolar protein 47) (NNP47) (Nucleolar GTP-binding protein 3) (Nucleostemin),GNL3 E2IG3 NS,1.69798129,1.697097636,1.636587771,38307
Q9BWD1,"Acetyl-CoA acetyltransferase, cytosolic (EC 2.3.1.9) (Acetyl-CoA transferase-like protein) (Cytosolic acetoacetyl-CoA thiolase)",ACAT2 ACTL,0.202294436,0.194411373,0.216084813,31499
Q9BWF3,RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a),RBM4 RBM4A,1.097882816,1.090812682,1.282741617,29645
Q9BWJ5,Splicing factor 3B subunit 5 (SF3b5) (Pre-mRNA-splicing factor SF3b 10 kDa subunit),SF3B5 SF3B10,1.107336288,1.228477384,1.188757396,60458
Q9BWM7,Sideroflexin-3,SFXN3,1.149975382,0.915020059,1.384812623,26059
Q9BX68,"Adenosine 5'-monophosphoramidase HINT2 (EC 3.9.1.-) (HINT-3) (HIT-17kDa) (Histidine triad nucleotide-binding protein 2, mitochondrial) (HINT-2) (PKCI-1-related HIT protein)",HINT2,2.033776465,2.178223765,2.177613412,8281
Q9BXJ9,"N-alpha-acetyltransferase 15, NatA auxiliary subunit (Gastric cancer antigen Ga19) (N-terminal acetyltransferase) (NMDA receptor-regulated protein 1) (Protein tubedown-1) (Tbdn100)",NAA15 GA19 NARG1 NATH TBDN100,0.522008863,0.501755825,0.560433925,9898
Q9BXP5,Serrate RNA effector molecule homolog (Arsenite-resistance protein 2),SRRT ARS2 ASR2,1.005219104,1.016077556,0.926005917,8496
Q9BXS5,AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin),AP1M1 CLTNM,0.714515017,0.711824558,0.611755424,12694
Q9BY44,"Eukaryotic translation initiation factor 2A (eIF-2A) (65 kDa eukaryotic translation initiation factor 2A) [Cleaved into: Eukaryotic translation initiation factor 2A, N-terminally processed]",EIF2A CDA02 MSTP004 MSTP089,0.896514032,0.926065251,0.921794872,24881
Q9BY77,Polymerase delta-interacting protein 3 (46 kDa DNA polymerase delta interaction protein) (p46) (S6K1 Aly/REF-like target) (SKAR),POLDIP3 KIAA1649 PDIP46,0.909630724,0.950056527,1.235798817,6114
Q9BYD1,"39S ribosomal protein L13, mitochondrial (L13mt) (MRP-L13) (Mitochondrial large ribosomal subunit protein uL13m)",MRPL13,1.675529296,1.548527808,1.559072978,171985
Q9BYD2,"39S ribosomal protein L9, mitochondrial (L9mt) (MRP-L9) (Mitochondrial large ribosomal subunit protein bL9m)",MRPL9,1.42639094,1.509609516,1.307199211,83989
Q9BYN0,Sulfiredoxin-1 (EC 1.8.98.2),SRXN1 C20orf139 SRX SRX1,1.413786312,1.980130661,1.333037475,70356
Q9BYT8,"Neurolysin, mitochondrial (EC 3.4.24.16) (Angiotensin-binding protein) (Microsomal endopeptidase) (MEP) (Mitochondrial oligopeptidase M) (Neurotensin endopeptidase)",NLN AGTBP KIAA1226,1.032791728,0.933248627,0.996055227,8677
Q9BZE1,"39S ribosomal protein L37, mitochondrial (L37mt) (MRP-L37) (39S ribosomal protein L2, mitochondrial) (L2mt) (MRP-L2) (Mitochondrial large ribosomal subunit protein mL37)",MRPL37 MRPL2 RPML2 HSPC235,1.65760709,1.605054376,1.63964497,56867
Q9BZE4,GTP-binding protein 4 (Chronic renal failure gene protein) (GTP-binding protein NGB) (Nucleolar GTP-binding protein 1),GTPBP4 CRFG NOG1,1.096504185,1.193961162,1.129881657,4135
Q9BZZ5,Apoptosis inhibitor 5 (API-5) (Antiapoptosis clone 11 protein) (AAC-11) (Cell migration-inducing gene 8 protein) (Fibroblast growth factor 2-interacting factor) (FIF) (Protein XAGL),API5 MIG8,0.695893648,0.731924004,0.633944773,41416
Q9C0C2,182 kDa tankyrase-1-binding protein,TNKS1BP1 KIAA1741 TAB182,0.660915805,0.72048863,0.781203156,25031
Q9GZS3,"WD repeat-containing protein 61 (Meiotic recombination REC14 protein homolog) (SKI8 homolog) (Ski8) [Cleaved into: WD repeat-containing protein 61, N-terminally processed]",WDR61,0.974367307,0.939991796,0.98964497,84298
Q9GZT3,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",SLIRP C14orf156 DC23 DC50 PD04872,1.158345643,1.179254249,1.137376726,74930
Q9GZU8,PSME3-interacting protein (NEFA-interacting nuclear protein NIP30) (PA28G-interacting protein),PSME3IP1 C16orf94 FAM192A NIP30 PIP30 CDA018 CDA10,1.190349581,1.317419187,1.205325444,108210
Q9GZZ1,N-alpha-acetyltransferase 50 (hNaa50p) (EC 2.3.1.258) (N-acetyltransferase 13) (N-acetyltransferase 5) (hNAT5) (N-acetyltransferase san homolog) (hSAN) (N-epsilon-acetyltransferase 50) (EC 2.3.1.-) (NatE catalytic subunit),NAA50 MAK3 NAT13 NAT5,0.677941901,0.621131932,0.65300789,62928
Q9H074,Polyadenylate-binding protein-interacting protein 1 (PABP-interacting protein 1) (PAIP-1) (Poly(A)-binding protein-interacting protein 1),PAIP1,0.585967504,0.590487529,0.593274162,6088
Q9H0A0,RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (N-acetyltransferase 10) (N-acetyltransferase-like protein) (hALP),NAT10 ALP KIAA1709,0.855617922,0.945094194,0.904063116,20213
Q9H0C8,Integrin-linked kinase-associated serine/threonine phosphatase 2C (ILKAP) (EC 3.1.3.16),ILKAP,1.151846381,1.270697228,1.265285996,93600
Q9H0D6,5'-3' exoribonuclease 2 (EC 3.1.13.-) (DHM1-like protein) (DHP protein),XRN2,0.839310684,0.790761658,0.731015779,2287
Q9H0U4,Ras-related protein Rab-1B (EC 3.6.5.2),RAB1B,1.159330379,1.146538873,1.134516765,72760
Q9H0W9,Ester hydrolase C11orf54 (EC 3.1.-.-),C11orf54 LP4947 PTD012,4.654258986,5.213650416,5.088658777,24571
Q9H223,EH domain-containing protein 4 (Hepatocellular carcinoma-associated protein 10/11) (PAST homolog 4),EHD4 HCA10 HCA11 PAST4 FKSG7,0.292653865,0.243844607,0.240700197,11754
Q9H2H8,Peptidyl-prolyl cis-trans isomerase-like 3 (PPIase) (EC 5.2.1.8) (Cyclophilin J) (CyPJ) (Cyclophilin-like protein PPIL3) (Rotamase PPIL3),PPIL3,0.867277203,0.904965334,0.753382643,48697
Q9H2K8,Serine/threonine-protein kinase TAO3 (EC 2.7.11.1) (Cutaneous T-cell lymphoma-associated antigen HD-CL-09) (CTCL-associated antigen HD-CL-09) (Dendritic cell-derived protein kinase) (JNK/SAPK-inhibitory kinase) (Jun kinase-inhibitory kinase) (Kinase from chicken homolog A) (hKFC-A) (Thousand and one amino acid protein 3),TAOK3 DPK JIK KDS MAP3K18,0.976602659,1.282102588,1.511538462,53902
Q9H2U1,ATP-dependent DNA/RNA helicase DHX36 (EC 3.6.4.12) (EC 3.6.4.13) (DEAD/H box polypeptide 36) (DEAH-box protein 36) (G4-resolvase-1) (G4R1) (MLE-like protein 1) (RNA helicase associated with AU-rich element protein),DHX36 DDX36 KIAA1488 MLEL1 RHAU,1.01319547,1.135833842,1.152761341,9342
Q9H2U2,"Inorganic pyrophosphatase 2, mitochondrial (EC 3.6.1.1) (Pyrophosphatase SID6-306) (Pyrophosphate phospho-hydrolase 2) (PPase 2)",PPA2 HSPC124,1.261250615,1.172451052,1.193688363,9908
Q9H3K6,BolA-like protein 2,BOLA2 BOLA2A My016; BOLA2B,1.192712949,1.159344892,1.137771203,50136
Q9H3N1,Thioredoxin-related transmembrane protein 1 (Thioredoxin domain-containing protein 1) (Transmembrane Trx-related protein),TMX1 TMX TXNDC TXNDC1 PSEC0085 UNQ235/PRO268,0.656986706,0.67712825,0.679092702,44270
Q9H3P7,"Golgi resident protein GCP60 (Acyl-CoA-binding domain-containing protein 3) (Golgi complex-associated protein 1) (GOCAP1) (Golgi phosphoprotein 1) (GOLPH1) (PBR- and PKA-associated protein 7) (Peripheral benzodiazepine receptor-associated protein PAP7) [Cleaved into: Golgi resident protein GCP60, N-terminally processed]",ACBD3 GCP60 GOCAP1 GOLPH1,0.898956179,0.769521675,0.820059172,4120
Q9H3S7,Tyrosine-protein phosphatase non-receptor type 23 (EC 3.1.3.48) (His domain-containing protein tyrosine phosphatase) (HD-PTP) (Protein tyrosine phosphatase TD14) (PTP-TD14),PTPN23 KIAA1471,0.949295913,0.947275219,0.791341223,31252
Q9H3U1,Protein unc-45 homolog A (Unc-45A) (GCUNC-45) (Smooth muscle cell-associated protein 1) (SMAP-1),UNC45A SMAP1,0.762402757,0.843916641,0.858224852,15071
Q9H3Z4,DnaJ homolog subfamily C member 5 (Ceroid-lipofuscinosis neuronal protein 4) (Cysteine string protein) (CSP),DNAJC5 CLN4,1.268734613,0.828759517,0.872386588,23908
Q9H444,Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b) (SNF7 homolog associated with Alix 1) (SNF7-2) (hSnf7-2) (Vacuolar protein sorting-associated protein 32-2) (Vps32-2) (hVps32-2),CHMP4B C20orf178 SHAX1,0.704825209,0.711424369,0.71035503,67539
Q9H4A4,Aminopeptidase B (AP-B) (EC 3.4.11.6) (Arginine aminopeptidase) (Arginyl aminopeptidase),RNPEP APB,1.155194485,1.222974798,1.228402367,8192
Q9H583,"HEAT repeat-containing protein 1 (Protein BAP28) (U3 small nucleolar RNA-associated protein 10 homolog) [Cleaved into: HEAT repeat-containing protein 1, N-terminally processed]",HEATR1 BAP28 UTP10,0.846666667,0.796664432,0.759161736,7658
Q9H6S3,Epidermal growth factor receptor kinase substrate 8-like protein 2 (EPS8-like protein 2) (Epidermal growth factor receptor pathway substrate 8-related protein 2) (EPS8-related protein 2),EPS8L2 EPS8R2 PP13181,0.435726243,0.437175472,0.460552268,23640
Q9H6Z4,Ran-binding protein 3 (RanBP3),RANBP3,1.051600197,0.982211639,1.162426036,6303
Q9H773,dCTP pyrophosphatase 1 (EC 3.6.1.12) (Deoxycytidine-triphosphatase 1) (dCTPase 1) (RS21C6) (XTP3-transactivated gene A protein),DCTPP1 XTP3TPA CDA03,1.295224028,1.478895081,1.269921105,64305
Q9H7B2,Ribosome production factor 2 homolog (Brix domain-containing protein 1) (Ribosome biogenesis protein RPF2 homolog),RPF2 BXDC1,1.603545052,1.887487119,1.651676529,148973
Q9H7Z7,Prostaglandin E synthase 2 (EC 5.3.99.3) (Membrane-associated prostaglandin E synthase-2) (mPGE synthase-2) (Microsomal prostaglandin E synthase 2) (mPGES-2) (Prostaglandin-H(2) E-isomerase) [Cleaved into: Prostaglandin E synthase 2 truncated form],PTGES2 C9orf15 PGES2,1.345051699,1.126729563,1.151183432,10567
Q9H845,"Complex I assembly factor ACAD9, mitochondrial (Acyl-CoA dehydrogenase family member 9) (ACAD-9) (EC 1.3.8.-)",ACAD9,1.544362383,1.658579532,1.602071006,36061
Q9H8Y8,Golgi reassembly-stacking protein 2 (GRS2) (Golgi phosphoprotein 6) (GOLPH6) (Golgi reassembly-stacking protein of 55 kDa) (GRASP55) (p59),GORASP2 GOLPH6,0.88915805,0.976058748,0.876863905,89476
Q9H910,Jupiter microtubule associated homolog 2 (Hematological and neurological expressed 1-like protein) (HN1-like protein),JPT2 C16orf34 HN1L L11,1.321614968,1.354336538,1.456311637,22651
Q9H936,Mitochondrial glutamate carrier 1 (GC-1) (Glutamate/H(+) symporter 1) (Solute carrier family 25 member 22),SLC25A22 GC1,2.022058099,2.188228467,2.03530572,109594
Q9H9A6,Leucine-rich repeat-containing protein 40,LRRC40,1.399212211,1.433273639,0.990433925,186327
Q9H9B4,Sideroflexin-1,SFXN1,1.362481536,1.548327714,1.584516765,23132
Q9H9J2,"39S ribosomal protein L44, mitochondrial (L44mt) (MRP-L44) (EC 3.1.26.-) (Mitochondrial large ribosomal subunit protein mL44)",MRPL44,1.374002954,1.36133983,1.049605523,44511
Q9HAB8,Phosphopantothenate--cysteine ligase (EC 6.3.2.51) (Phosphopantothenoylcysteine synthetase) (PPC synthetase),PPCS COAB,1.375086164,1.3136174,1.349802761,100591
Q9HAV4,Exportin-5 (Exp5) (Ran-binding protein 21),XPO5 KIAA1291 RANBP21,0.896031512,0.899422729,0.908629191,16942
Q9HAV7,"GrpE protein homolog 1, mitochondrial (HMGE) (Mt-GrpE#1)",GRPEL1 GREPEL1,1.088921713,1.000870409,1.083431953,16212
Q9HB71,Calcyclin-binding protein (CacyBP) (hCacyBP) (S100A6-binding protein) (Siah-interacting protein),CACYBP S100A6BP SIP PNAS-107,0.975480059,1.055696177,1.022978304,8765
Q9HC07,Transmembrane protein 165 (Transmembrane protein PT27) (Transmembrane protein TPARL),TMEM165 TPARL,1.343082226,1.441877683,1.445167653,203671
Q9HC35,Echinoderm microtubule-associated protein-like 4 (EMAP-4) (Restrictedly overexpressed proliferation-associated protein) (Ropp 120),EML4 C2orf2 EMAPL4,1.234170359,1.296409312,1.316370809,28787
